Thread Count, Parallel Sim Approximation, Time, Error, Abs Error
10300,1.01000004164,0.29943928501,-1.000008e-02,1.000008e-02
10400,1.01307696484,0.30165277900,-1.307701e-02,1.307701e-02
10500,1.01538465724,0.32128042700,-1.538470e-02,1.538470e-02
10600,1.00461542603,0.32725904099,-4.615469e-03,4.615469e-03
10700,1.01923081125,0.31392601899,-1.923085e-02,1.923085e-02
10800,0.99461542562,0.30118248500,5.384531e-03,5.384531e-03
10900,0.99384619482,0.34649984399,6.153762e-03,6.153762e-03
11000,0.97153850159,0.30721892799,2.846146e-02,2.846146e-02
11100,0.95000003916,0.31692283701,4.999992e-02,4.999992e-02
11200,0.98384619440,0.34065556100,1.615376e-02,1.615376e-02
11300,1.01153850324,0.31939392100,-1.153855e-02,1.153855e-02
11400,1.00230773363,0.36127017201,-2.307777e-03,2.307777e-03
11500,0.94923080836,0.33169200300,5.076915e-02,5.076915e-02
11600,1.01000004164,0.35992916000,-1.000008e-02,1.000008e-02
11700,1.01000004164,0.36896655500,-1.000008e-02,1.000008e-02
11800,0.96461542438,0.35651516300,3.538453e-02,3.538453e-02
11900,0.98769234841,0.33740181099,1.230761e-02,1.230761e-02
12000,0.99307696401,0.35742064500,6.922993e-03,6.922993e-03
12100,1.01000004164,0.35135875701,-1.000008e-02,1.000008e-02
12200,1.01923081125,0.35117315000,-1.923085e-02,1.923085e-02
12300,0.98692311761,0.35014472100,1.307684e-02,1.307684e-02
12400,0.98384619440,0.37387026801,1.615376e-02,1.615376e-02
12500,1.00769234923,0.36437212200,-7.692393e-03,7.692393e-03
12600,0.98461542520,0.37210097699,1.538453e-02,1.538453e-02
12700,0.98538465601,0.36382559799,1.461530e-02,1.461530e-02
12800,1.02307696525,0.35648704700,-2.307701e-02,2.307701e-02
12900,0.99846157962,0.38418795100,1.538377e-03,1.538377e-03
13000,0.99230773321,0.36766243000,7.692224e-03,7.692224e-03
13100,1.04230773527,0.41454994401,-4.230778e-02,4.230778e-02
13200,1.00923081083,0.40038215301,-9.230854e-03,9.230854e-03
13300,1.06307696690,0.37772424199,-6.307701e-02,6.307701e-02
13400,1.02615388846,0.38000054099,-2.615393e-02,2.615393e-02
13500,1.00307696443,0.40921163600,-3.077008e-03,3.077008e-03
13600,0.97615388639,0.38682305900,2.384607e-02,2.384607e-02
13700,0.99692311802,0.39562604799,3.076839e-03,3.076839e-03
13800,1.04307696608,0.42542391701,-4.307701e-02,4.307701e-02
13900,1.00923081083,0.39860657800,-9.230854e-03,9.230854e-03
14000,1.00846158003,0.42434979801,-8.461623e-03,8.461623e-03
14100,0.98307696360,0.42248880101,1.692299e-02,1.692299e-02
14200,1.00615388763,0.45171459499,-6.153931e-03,6.153931e-03
14300,0.97307696319,0.40863309300,2.692299e-02,2.692299e-02
14400,1.01538465724,0.40095357099,-1.538470e-02,1.538470e-02
14500,0.99307696401,0.40254996601,6.922993e-03,6.922993e-03
14600,0.99923081042,0.44929425101,7.691463e-04,7.691463e-04
14700,1.00846158003,0.42546755700,-8.461623e-03,8.461623e-03
14800,0.99230773321,0.42319963899,7.692224e-03,7.692224e-03
14900,0.98076927120,0.43511838801,1.923069e-02,1.923069e-02
15000,1.02461542685,0.46204688500,-2.461547e-02,2.461547e-02
15100,1.00769234923,0.44643261201,-7.692393e-03,7.692393e-03
15200,1.01307696484,0.42913324400,-1.307701e-02,1.307701e-02
15300,0.96692311678,0.45218191700,3.307684e-02,3.307684e-02
15400,1.02538465765,0.46383225100,-2.538470e-02,2.538470e-02
15500,1.02076927285,0.43816717900,-2.076932e-02,2.076932e-02
15600,0.96538465518,0.47642970301,3.461530e-02,3.461530e-02
15700,0.96384619358,0.43691102701,3.615376e-02,3.615376e-02
15800,1.00000004122,0.46039714600,-8.450730e-08,8.450730e-08
15900,0.97384619399,0.49011594799,2.615376e-02,2.615376e-02
16000,1.02846158086,0.48115090300,-2.846162e-02,2.846162e-02
16100,0.99692311802,0.52692136499,3.076839e-03,3.076839e-03
16200,1.00230773363,0.45526948701,-2.307777e-03,2.307777e-03
16300,0.99384619482,0.50763569301,6.153762e-03,6.153762e-03
16400,0.99000004081,0.48313805701,9.999916e-03,9.999916e-03
16500,0.97461542479,0.46964373499,2.538453e-02,2.538453e-02
16600,0.99538465642,0.46274887299,4.615300e-03,4.615300e-03
16700,0.98538465601,0.49318357301,1.461530e-02,1.461530e-02
16800,0.98076927120,0.47718522399,1.923069e-02,1.923069e-02
16900,1.02153850365,0.51647283901,-2.153855e-02,2.153855e-02
17000,1.04923081248,0.51065535100,-4.923086e-02,4.923086e-02
17100,0.99230773321,0.50147847300,7.692224e-03,7.692224e-03
17200,0.95076926996,0.51754123199,4.923069e-02,4.923069e-02
17300,1.02384619605,0.49409036300,-2.384624e-02,2.384624e-02
17400,1.02384619605,0.49647403101,-2.384624e-02,2.384624e-02
